name,tag,oNamCol,product
yheS,Sant_0405,yheS,Putative ABC transporter ATP-binding protein
kefG,Sant_0406,kefG,Glutathione-regulated potassium-efflux system ancillary protein KefG
kefB,Sant_0407,kefB,Glutathione-regulated potassium-efflux system protein
Sant_0408,Sant_0408,hypothetical protein,hypothetical protein
slyD,Sant_0409,slyD,FKBP-type peptidylprolyl isomerase
slyX,Sant_0410,slyX,SlyX family protein
fkpA,Sant_0411,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase
yheO,Sant_0412,yheO,YheO-like domain-containing protein
tusD,Sant_0413,tusD,Sulfurtransferase
tusC,Sant_0414,tusC,Sulfur relay protein
tusB,Sant_0415,tusB,TRNA 2-thiouridine synthesizing protein B
rpsL,Sant_0416,rpsL,30S ribosomal protein S12
rpsG,Sant_0417,rpsG,30S ribosomal protein S7
fusA,Sant_0418,fusA,Elongation factor G
tufA,Sant_0419,tufA,Elongation factor Tu (EF-Tu)
Sant_0420,Sant_0420,Putative major facilitator superfamily protein,Putative major facilitator superfamily protein
Sant_0421,Sant_0421,hypothetical protein,hypothetical protein
Sant_0422,Sant_0422,MarR family transcriptional regulator,MarR family transcriptional regulator
bfd,Sant_0423,bfd,Bacterioferritin-associated ferredoxin
bfrA,Sant_0424,bfrA,Bacterioferritin
rpsJ,Sant_0425,rpsJ,30S ribosomal protein S10
rplC,Sant_0426,rplC,50S ribosomal protein L3
rplD,Sant_0427,rplD,50S ribosomal protein L4
rplW,Sant_0428,rplW,50S ribosomal protein L23
rplB,Sant_0429,rplB,50S ribosomal protein L2
rpsS,Sant_0430,rpsS,30S ribosomal protein S19
rplV,Sant_0431,rplV,50S ribosomal protein L22
rpsC,Sant_0432,rpsC,30S ribosomal protein S3
rplP,Sant_0433,rplP,50S ribosomal protein L16
rpmC,Sant_0434,rpmC,50S ribosomal protein L29
rpsQ,Sant_0435,rpsQ,30S ribosomal protein S17
rplN,Sant_0436,rplN,50S ribosomal protein L14
rplX,Sant_0437,rplX,50S ribosomal protein L24
rplE,Sant_0438,rplE,50S ribosomal protein L5
rpsN,Sant_0439,rpsN,30S ribosomal protein S14
rpsH,Sant_0440,rpsH,30S ribosomal protein S8
rplF,Sant_0441,rplF,50S ribosomal protein L6
rplR,Sant_0442,rplR,50S ribosomal protein L18
rpsE,Sant_0443,rpsE,30S ribosomal protein S5
rpmD,Sant_0444,rpmD,50S ribosomal protein L30
rplO,Sant_0445,rplO,50S ribosomal protein L15
secY,Sant_0446,secY,Preprotein translocase subunit
rpmJ1,Sant_0447,rpmJ1,50S ribosomal protein L36
rpsM,Sant_0448,rpsM,30S ribosomal protein S13
rpsK,Sant_0449,rpsK,30S ribosomal subunit protein S11
rpsD,Sant_0450,rpsD,30S ribosomal protein S4
rpoA,Sant_0451,rpoA,DNA-directed RNA polymerase subunit alpha
rplQ,Sant_0452,rplQ,50S ribosomal protein L17
Sant_0453,Sant_0453,Putative ankyrin repeat-containing protein,Putative ankyrin repeat-containing protein
Sant_0454,Sant_0454,Ferric-rhodotorulic acid outer membrane transporter TonB-dependendent siderophore receptor,Ferric-rhodotorulic acid outer membrane transporter TonB-dependendent siderophore receptor
Sant_0455,Sant_0455,hypothetical protein,hypothetical protein
Sant_0456,Sant_0456,hypothetical protein,hypothetical protein
Sant_0457,Sant_0457,hypothetical protein,hypothetical protein
mscL,Sant_0458,mscL,Large-conductance mechanosensitive channel
trkA,Sant_0459,trkA,Potassium transporter peripheral membrane component
rsmB,Sant_0460,rsmB,16S rRNA methyltransferase B
fmt,Sant_0461,fmt,Methionyl-tRNA formyltransferase
def,Sant_0462,def,Peptide deformylase
Sant_0463,Sant_0463,DNA protecting protein,DNA protecting protein
Sant_0464,Sant_0464,hypothetical protein,hypothetical protein
yrdD,Sant_0465,yrdD,Zn-finger domain-containing protein
yrdC,Sant_0466,yrdC,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein
aroE,Sant_0467,aroE,Shikimate 5-dehydrogenase
Sant_0468,Sant_0468,hypothetical protein,hypothetical protein
Sant_0469,Sant_0469,Putative transferase,Putative transferase
16S rRNA,Sant_r0470,16S rRNA,16S ribosomal RNA
ileU,Sant_t0471,ileU tRNA,tRNA-Ile
alaU,Sant_t0472,alaU tRNA,tRNA-Ala
23S rRNA,Sant_r0473,23S rRNA,23S ribosomal RNA
5S rRNA,Sant_r0474,5S rRNA,5S ribosomal RNA
thrU,Sant_t0475,thrU tRNA,tRNA-Thr
5S rRNA,Sant_r0476,5S rRNA,5S ribosomal RNA
Sant_0477,Sant_0477,ROK family protein,ROK family protein
Sant_0478,Sant_0478,hypothetical protein,hypothetical protein
Sant_0479,Sant_0479,ABC transporter-like protein,ABC transporter-like protein
yhdY,Sant_0480,yhdY,Inner membrane amino-acid ABC transporter permease protein
yhdX,Sant_0481,yhdX,Putative amino-acid ABC transporter permease
Sant_0482,Sant_0482,Amino-acid ABC transporter-binding protein,Amino-acid ABC transporter-binding protein
cspA3,Sant_0483,cspA3,Major cold shock protein
Sant_ps0484,Sant_ps0484,Pseudogene,
Sant_0485,Sant_0485,hypothetical protein,hypothetical protein
fimA,Sant_0486,fimA,P pilus assembly protein
safC,Sant_0487,safC,Pilin outer membrane usher protein
Sant_0488,Sant_0488,Fimbrial protein,Fimbrial protein
fimC1,Sant_0489,fimC1,Fimbrial chaperone protein
fis,Sant_0490,fis,DNA-binding protein
dusB,Sant_0491,dusB,TRNA-dihydrouridine synthase B
prmA,Sant_0492,prmA,Ribosomal protein L11 methyltransferase
panF,Sant_0493,panF,Sodium/panthothenate symporter
Sant_0494,Sant_0494,hypothetical protein,hypothetical protein
accC,Sant_0495,accC,Acetyl-CoA carboxylase biotin carboxylase subunit
accB,Sant_0496,accB,Acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
aroQ,Sant_0497,aroQ,3-dehydroquinate dehydratase
yedZ,Sant_0498,yedZ,Putative sulfite oxidase subunit
yedY,Sant_0499,yedY,Putative sulfite oxidase subunit
csrD,Sant_0500,csrD,Regulatory protein CsrB/C sRNA degradationfactor
mreB,Sant_0501,mreB,Rod shape-determining protein
mreC,Sant_0502,mreC,Cell wall structural complex MreBCD transmembrane component
mreD,Sant_0503,mreD,Rod shape-determining protein
yhdE,Sant_0504,yhdE,Putative septum formation inhibitor protein
rng,Sant_0505,rng,Ribonuclease G
yhdP,Sant_0506,yhdP,Hypothetical protein
tldD,Sant_0507,tldD,Putative modulator of DNA gyrase
aaeR,Sant_0508,aaeR,Putative DNA-binding transcriptional regulator
aaeX,Sant_0509,aaeX,Aaex family protein
aaeA,Sant_0510,aaeA,P-hydroxybenzoic acid efflux subunit
aaeB,Sant_0511,aaeB,P-hydroxybenzoic acid efflux subunit
gabD,Sant_0512,gabD,Succinate-semialdehyde dehydrogenase
Sant_0513,Sant_0513,hypothetical protein,hypothetical protein
Sant_0514,Sant_0514,hypothetical protein,hypothetical protein
pmbA,Sant_0515,pmbA,Putative modulator of DNA gyrase
cybC,Sant_0516,cybC,Soluble cytochrome b562
Sant_0517,Sant_0517,2-dehydropantoate 2-reductase,2-dehydropantoate 2-reductase
Sant_0518,Sant_0518,Glycoside hydrolase 15-like protein Glucoamylase,Glycoside hydrolase 15-like protein Glucoamylase
Sant_0519,Sant_0519,Putative membrane protein,Putative membrane protein
gldA,Sant_0520,gldA,Glycerol dehydrogenase
Sant_0521,Sant_0521,Putative mechanosensitive (Mcs) ion channel protein,Putative mechanosensitive (Mcs) ion channel protein
Sant_0522,Sant_0522,Phosphinothricin N-acetyltransferase,Phosphinothricin N-acetyltransferase
Sant_ps0523,Sant_ps0523,Transposase; Truncated,
Sant_0524,Sant_0524,H+ symporter family protein putative sugar transporter,H+ symporter family protein putative sugar transporter
mdoD,Sant_0525,mdoD,Glucan biosynthesis protein D
Sant_0526,Sant_0526,Putative ABC transporter periplasmic subunit,Putative ABC transporter periplasmic subunit
tauB,Sant_0527,tauB,Taurine import ATP-binding protein
Sant_0528,Sant_0528,ABC transporter membrane subunit,ABC transporter membrane subunit
Sant_0529,Sant_0529,PQQ enzyme repeat protein,PQQ enzyme repeat protein
Sant_0530,Sant_0530,Putative regulatory protein LacI family,Putative regulatory protein LacI family
katA,Sant_0531,katA,Catalase
Sant_0532,Sant_0532,Putative thiol-disulfide oxidoreductase DCC,Putative thiol-disulfide oxidoreductase DCC
Sant_0533,Sant_0533,Glucose-1-phosphatase,Glucose-1-phosphatase
Sant_0534,Sant_0534,Phosphinothricin acetyltransferase,Phosphinothricin acetyltransferase
Sant_0535,Sant_0535,XRE family transcriptional regulator,XRE family transcriptional regulator
Sant_0536,Sant_0536,GCN5-related N-acetyltransferase,GCN5-related N-acetyltransferase
Sant_0537,Sant_0537,Glutamine ABC transporter ATP-binding protein,Glutamine ABC transporter ATP-binding protein
Sant_0538,Sant_0538,Polar amino acid ABC transporter inner membranesubunit,Polar amino acid ABC transporter inner membranesubunit
Sant_0539,Sant_0539,Family 3 extracellular solute-binding protein,Family 3 extracellular solute-binding protein
Sant_0540,Sant_0540,Arginase/agmatinase/formiminoglutamase,Arginase/agmatinase/formiminoglutamase
Sant_0541,Sant_0541,LysR family transcriptional regulator,LysR family transcriptional regulator
Sant_0542,Sant_0542,hypothetical protein,hypothetical protein
Sant_0543,Sant_0543,hypothetical protein,hypothetical protein
Sant_0544,Sant_0544,TetR family transcriptional regulator,TetR family transcriptional regulator
Sant_0545,Sant_0545,Alcohol dehydrogenase GroES domain protein,Alcohol dehydrogenase GroES domain protein
Sant_0546,Sant_0546,Rnd efflux system outer membrane lipoprotein NodT family,Rnd efflux system outer membrane lipoprotein NodT family
Sant_0547,Sant_0547,HylD family secretion protein,HylD family secretion protein
Sant_0548,Sant_0548,hypothetical protein,hypothetical protein
Sant_0549,Sant_0549,Fusaric acid resistance protein,Fusaric acid resistance protein
Sant_0550,Sant_0550,MarR family transcriptional regulator,MarR family transcriptional regulator
Sant_0551,Sant_0551,LysR family transcriptional regulator,LysR family transcriptional regulator
Sant_0552,Sant_0552,Adenine deaminase,Adenine deaminase
Sant_0553,Sant_0553,Xanthine/uracil/vitamin C permease,Xanthine/uracil/vitamin C permease
Sant_0554,Sant_0554,Glycosyl hydrolase family 88 protein,Glycosyl hydrolase family 88 protein
Sant_0555,Sant_0555,Oligogalacturonide transporter,Oligogalacturonide transporter
Sant_0556,Sant_0556,hypothetical protein,hypothetical protein
Sant_0557,Sant_0557,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding inverted,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding inverted
Sant_0558,Sant_0558,hypothetical protein,hypothetical protein
Sant_0559,Sant_0559,NMR family protein reductase,NMR family protein reductase
Sant_0560,Sant_0560,HxlR family transcriptional regulator,HxlR family transcriptional regulator
Sant_0561,Sant_0561,Membrane protein,Membrane protein
Sant_0562,Sant_0562,RND family efflux transporter MFP subunit,RND family efflux transporter MFP subunit
Sant_0563,Sant_0563,ABC transporter ATP-binding protein putative antimicrobial peptide transport,ABC transporter ATP-binding protein putative antimicrobial peptide transport
Sant_0564,Sant_0564,Putative heme-binding protein,Putative heme-binding protein
Sant_0565,Sant_0565,Methylated-DNA--protein-cysteine methyltransferase,Methylated-DNA--protein-cysteine methyltransferase
Sant_0566,Sant_0566,Benzoate transporter,Benzoate transporter
Sant_0567,Sant_0567,XRE family transcriptional regulator,XRE family transcriptional regulator
dmsD,Sant_0568,dmsD,Twin-argninine leader-binding protein
dmsC,Sant_0569,dmsC,DMSO reductase anchor subunit
dmsB,Sant_0570,dmsB,Anaerobic dimethyl sulfoxide reductase chain B
dmsA1,Sant_0571,dmsA1,Putative dimethyl sulfoxide reductase major subunit
Sant_0572,Sant_0572,Putative acetyltransferase,Putative acetyltransferase
phoA,Sant_0573,phoA,Alkaline phosphatase
Sant_0574,Sant_0574,Putative XRE family transcriptional regulator,Putative XRE family transcriptional regulator
ybhP,Sant_0575,ybhP,Endonuclease/Exonuclease/Phosphatase Family
ybhO,Sant_0576,ybhO,Putative cardiolipin synthetase
ybhN,Sant_0577,ybhN,Putative lysylphosphatidylglycerol synthetase
pab,Sant_0578,pab,Putative phenazine biosynthesis protein
bhsA,Sant_0579,bhsA,Multiple stress resistance protein
ycfQ,Sant_0580,ycfQ,Putative TetR family transcriptional repressor
Sant_0581,Sant_0581,RND efflux system outer membrane lipoprotein,RND efflux system outer membrane lipoprotein
Sant_0582,Sant_0582,Multidrug resistance protein acriflavin resistance protein,Multidrug resistance protein acriflavin resistance protein
Sant_0583,Sant_0583,Multidrug resistance protein,Multidrug resistance protein
Sant_0584,Sant_0584,Putative efflux transport protein,Putative efflux transport protein
hilA,Sant_0585,hilA,Invasion protein regulator
invF,Sant_0586,invF,Putative type III secretion apparatus transcriptional regulator
invG,Sant_0587,invG,Type III secretion apparatus
invA,Sant_0588,invA,Type III secretion apparatus
invB,Sant_0589,invB,Type III secretion apparatus
invC,Sant_0590,invC,Type III secretion apparatus SpaL/InvC ATP synthase
spaM,Sant_0591,spaM,Type III secretion apparatus
Sant_0592,Sant_0592,Type III secretion apparatus protein,Type III secretion apparatus protein
spaO,Sant_0593,spaO,Type III secretion apparatus protein
spaP,Sant_0594,spaP,Surface presentation of antigens protein
spaQ,Sant_0595,spaQ,Type III secretion apparatus
spaR,Sant_0596,spaR,Type III secretion apparatus
spaS,Sant_0597,spaS,Surface presentation of antigens protein
sicA,Sant_0598,sicA,Putative type III secretion chaperone
prgH,Sant_0599,prgH,Pathogenicity 1 island effector protein
prgI,Sant_0600,prgI,Type III secretion apparatus
prgJ,Sant_0601,prgJ,Type III secretion apparatus protein
prgK,Sant_0602,prgK,Type III secretion apparatus
orgA,Sant_0603,orgA,Oxygen-regulated invasion protein
orgB,Sant_0604,orgB,Oxygen-regulated invasion protein
Sant_0605,Sant_0605,hypothetical protein OrfC,hypothetical protein OrfC
Sant_0606,Sant_0606,hypothetical protein,hypothetical protein
Sant_0607,Sant_0607,hypothetical protein,hypothetical protein
Sant_0608,Sant_0608,Aspartate aminotransferase,Aspartate aminotransferase
Sant_0609,Sant_0609,Homoserine kinase,Homoserine kinase
Sant_0610,Sant_0610,Transcriptional regulator domain-containing protein,Transcriptional regulator domain-containing protein
Sant_0611,Sant_0611,hypothetical protein,hypothetical protein
arsC,Sant_0612,arsC,Arsenate reductase
flhD2,Sant_0613,flhD2,Transcriptional activator
flhC2,Sant_0614,flhC2,Transcriptional activator
motA2,Sant_0615,motA2,Chemotaxis protein
motB2,Sant_0616,motB2,Flagellar motor protein
cheA,Sant_0617,cheA,Signal transduction histidine kinase
cheW,Sant_0618,cheW,Chemotaxis protein
tar,Sant_0619,tar,Methyl-accepting chemotaxis protein Asp sensing
tap,Sant_0620,tap,Methyl-accepting chemotaxis protein Ser sensing
cheR,Sant_0621,cheR,Chemotaxis protein methyltransferase
cheB,Sant_0622,cheB,Chemotaxis-specific methylesterase
cheY,Sant_0623,cheY,Chemotaxis regulatory protein
cheZ,Sant_0624,cheZ,Chemotaxis protein
flhB2,Sant_0625,flhB2,Flagellar biosynthetic protein
flhA2,Sant_0626,flhA2,FlhA protein
flhE,Sant_0627,flhE,Flagellar protein
flgN2,Sant_0628,flgN2,Flagella synthesis protein
flgM2,Sant_0629,flgM2,Anti-sigma28 factor
flgA2,Sant_0630,flgA2,Flagella basal body P-ring formation protein
Sant_0631,Sant_0631,hypothetical protein,hypothetical protein
flgB2,Sant_0632,flgB2,Flagellar basal-body rod protein
flgC2,Sant_0633,flgC2,Flagellar basal-body rod protein
flgD2,Sant_0634,flgD2,Flagellar hook capping protein
flgE2,Sant_0635,flgE2,Flagellar hook protein
flgF2,Sant_0636,flgF2,Flagellar basal body rod protein
flgG2,Sant_0637,flgG2,Flagellar basal-body rod protein
flgH2,Sant_0638,flgH2,Flagellar L-ring protein
flgI2,Sant_0639,flgI2,Flagellar P-ring protein
flgJ2,Sant_0640,flgJ2,Flagellar rod assembly protein/muramidase
flgK2,Sant_0641,flgK2,Flagellar hook-associated protein
flgL2,Sant_0642,flgL2,Flagellar hook-associated protein 3
fliR2,Sant_0643,fliR2,Flagellar biosynthesis protein
fliQ2,Sant_0644,fliQ2,Flagellar biosynthesis protein
fliP2,Sant_0645,fliP2,Flagellar biosynthesis protein
fliO2,Sant_0646,fliO2,Flagellar biosynthesis protein
fliN2,Sant_0647,fliN2,Flagellar motor switch protein
fliM2,Sant_0648,fliM2,Flagellar motor switch protein
fliL2,Sant_0649,fliL2,Flagellar biosynthesis chaperone
fliK2,Sant_0650,fliK2,Flagellar hook-length control protein
fliJ2,Sant_0651,fliJ2,Flagellar biosynthesis chaperone
fliI2,Sant_0652,fliI2,Flagellum-specific ATP synthase
fliH2,Sant_0653,fliH2,Flagellar assembly protein H
fliG2,Sant_0654,fliG2,Flagellar motor switch protein
fliF2,Sant_0655,fliF2,Flagellar M-ring protein
fliE2,Sant_0656,fliE2,Flagellar hook-basal body complex subunit
fliT2,Sant_0657,fliT2,Flagellar export chaperone
fliS2,Sant_0658,fliS2,Flagellar protein
fliD2,Sant_0659,fliD2,Flagellar hook-associated 2 domain protein
fliC3,Sant_0660,fliC3,Phase 1 flagellin
fliA2,Sant_0661,fliA2,RNA polymerase sigma factor for flagellar operon
Sant_0662,Sant_0662,Metal dependent phosphohydrolase,Metal dependent phosphohydrolase
Sant_0663,Sant_0663,AraC family transcriptional regulator,AraC family transcriptional regulator
Sant_0664,Sant_0664,hypothetical protein,hypothetical protein
Sant_0665,Sant_0665,ABC amino acid transporter inner membrane subunit,ABC amino acid transporter inner membrane subunit
Sant_0666,Sant_0666,Polar amino acid ABC transporter permease (arginine),Polar amino acid ABC transporter permease (arginine)
Sant_0667,Sant_0667,ABC amino acid transporter periplasmic ligand binding protein,ABC amino acid transporter periplasmic ligand binding protein
Sant_0668,Sant_0668,ABC transporter-like protein,ABC transporter-like protein
Sant_0669,Sant_0669,Aminoglycoside phosphotransferase,Aminoglycoside phosphotransferase
Sant_0670,Sant_0670,R-3-amino-2-methylpropionate-pyruvate transaminase,R-3-amino-2-methylpropionate-pyruvate transaminase
Sant_0671,Sant_0671,DeoR family transcriptional regulator,DeoR family transcriptional regulator
Sant_0672,Sant_0672,Arginino succinate lyase,Arginino succinate lyase
Sant_0673,Sant_0673,Nitrate/nitrite transporter,Nitrate/nitrite transporter
Sant_0674,Sant_0674,Mandelate racemase\muconate lactonizing protein,Mandelate racemase\muconate lactonizing protein
Sant_0675,Sant_0675,Dihydrodipicolinate synthase/N-acetylneuraminatelyase,Dihydrodipicolinate synthase/N-acetylneuraminatelyase
Sant_0676,Sant_0676,Regulatory protein IclR-family,Regulatory protein IclR-family
Sant_0677,Sant_0677,Sugar transporter,Sugar transporter
Sant_0678,Sant_0678,1-phosphofructokinase family hexose kinase,1-phosphofructokinase family hexose kinase
Sant_0679,Sant_0679,Carbohydrate kinase,Carbohydrate kinase
Sant_0680,Sant_0680,FAD linked oxidase domain protein,FAD linked oxidase domain protein
Sant_0681,Sant_0681,Deoxyribose-phosphate aldolase\phospho-2-dehydro- 3-deoxyheptonate aldolase,Deoxyribose-phosphate aldolase\phospho-2-dehydro- 3-deoxyheptonate aldolase
